"lang"
{
    "Language"    "russian"
        "DOTA_Tooltip_demo_generic_orb_generic_evasion"								"%Уклонение:"
        "DOTA_Tooltip_demo_generic_orb_generic_armor"								"Броня:"
        "DOTA_Tooltip_demo_generic_orb_generic_movement_speed"						"Скорость Передвижения:"
        "DOTA_Tooltip_demo_generic_orb_generic_secondary_attributes"				"Вторичные Атрибуты:"
        "DOTA_Tooltip_demo_generic_orb_generic_common_stat_boost"					"Усиление Обычных Сфер:"

		"DOTA_Tooltip_demo_generic_orb_generic_health_and_mana_on_kill"				"Здоровье И Мана За Убийство:"
		"DOTA_Tooltip_demo_generic_orb_generic_vision_radius"						"Видимость Днём И Ночью:"
		"DOTA_Tooltip_demo_generic_orb_generic_base_attack_damage_pct"				"%Дополнительный Урон От Атак"
		"DOTA_Tooltip_demo_generic_orb_generic_attack_projectile_speed"				"Скорость Полёта Снарядов:"
		"DOTA_Tooltip_demo_generic_orb_generic_primary_attribute_increase"			"%Увеличение Основных Атрибутов:"
		"DOTA_Tooltip_demo_generic_orb_generic_secondary_attribute_increase"		"%Увеличение Вторичных Атрибутов:"
		"DOTA_Tooltip_demo_generic_orb_generic_burning_aura"						"Магический Урон В Радиусе:"
		"DOTA_Tooltip_demo_generic_orb_generic_armor_shred"							"Снижение Брони:"
		"DOTA_Tooltip_demo_generic_orb_generic_cleave"								"%Прорубающий Урон:"
		"DOTA_Tooltip_demo_generic_orb_generic_magic_attack_damage"					"Магический Урон При Атаке:"
		"DOTA_Tooltip_demo_generic_orb_generic_manaburn"							"Сжигание Маны"
		"DOTA_Tooltip_demo_generic_orb_generic_critical_strike"						"%Урон От Критического Урона:"
		"DOTA_Tooltip_demo_generic_orb_generic_flying_movement"						"Беспрепятственное Передвижение:"


        "DOTA_Tooltip_ability_ot3_abaddon_borrowed_time"				            "Borrowed Time"
		"DOTA_Tooltip_ability_ot3_abaddon_borrowed_time_Description"	            "Обращает весь получаемый урон в лечение. Применение снимает большинство отрицательных эффектов. Если способность готова, то она автоматически срабатывает, как только здоровье владельца упадёт ниже %hp_threshold%.\n\nТИП РАЗВЕИВАНИЯ: сильное"
		"DOTA_Tooltip_ability_ot3_abaddon_borrowed_time_Lore"			            "Эта сила, самая противоестественная из всех даров купели Аверно, бросает вызов пониманию смертных. Что должно ранить - лечит, а что должно убить - даёт свежие силы."
		"DOTA_Tooltip_ability_ot3_abaddon_borrowed_time_hp_threshold"	            "ПОРОГ ЗДОРОВЬЯ:"
		"DOTA_Tooltip_ability_ot3_abaddon_borrowed_time_duration"		            "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_ot3_abaddon_borrowed_time_duration_scepter"		    "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_ot3_abaddon_borrowed_time_redirect_range_scepter"		"ДАЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_ot3_abaddon_borrowed_time_ally_threshold_scepter"		"ПОРОГ ЗДОРОВЬЯ:"
		"DOTA_Tooltip_ability_ot3_abaddon_borrowed_time_scepter_description"	    "Увеличивает длительность. Во время действия автоматически применяет способность Mist Coil на союзников в радиусе %redirect_range_scepter%, когда они получают более %ally_threshold_scepter% урона."
		"DOTA_Tooltip_ability_ot3_abaddon_borrowed_time_Note0"		                "Эту способность можно применить, если ваш герой выведен из строя, но не когда он обезмолвлен. Автоматическое применение срабатывает даже под безмолвием."
		"DOTA_Tooltip_ability_ot3_abaddon_borrowed_time_Note1"		                "Щит не блокирует урон при действии способности Borrowed Time."

        "DOTA_Tooltip_modifier_ot3_borrowed_time_buff_hot_caster"			        		        "Borrowed Time"
		"DOTA_Tooltip_modifier_ot3_borrowed_time_buff_hot_caster_Description"		                "Полученный урон лечит вместо нанесения вреда."
		"DOTA_Tooltip_modifier_ot3_borrowed_time_buff_hot_caster_damage_redirect"					"Перенаправление Borrowed Time"
		"DOTA_Tooltip_modifier_ot3_borrowed_time_buff_hot_caster_damage_redirect_Description"		"Применяет способность Mist Coil на союзника, когда тот получает больше определённого урона."

        "DOTA_Tooltip_modifier_ot3_borrowed_time_coil_counter"              "Счётчик Death Coil"

        "DOTA_Tooltip_ability_ot3_abaddon_death_coil"					    "Mist Coil"
		"DOTA_Tooltip_ability_ot3_abaddon_death_coil_Description"		    "Ценой собственного здоровья выпускает смертельный туман, который наносит урон врагу или лечит союзника."
		"DOTA_Tooltip_ability_ot3_abaddon_death_coil_Lore"				    "Дыхание лорда Аверно преисполнено загадочными испарениями купели, подчиняющимися его воле."
		"DOTA_Tooltip_ability_ot3_abaddon_death_coil_target_damage"		    "УРОН/ЛЕЧЕНИЕ:"
		"DOTA_Tooltip_ability_ot3_abaddon_death_coil_self_damage"		    "%УРОН СЕБЕ:"
		"DOTA_Tooltip_ability_ot3_abaddon_death_coil_abilitycastrange"		"ДАЛЬНОСТЬ ПРИМЕНЕНИЯ:"
		"DOTA_Tooltip_ability_ot3_abaddon_death_coil_Note0"				    "Этой способностью нельзя совершить самоубийство."

		"DOTA_Tooltip_ability_tower_purge_aura"								"Crippling Aura"
		"DOTA_Tooltip_ability_tower_purge_aura_Description"					"Башни моментально всё развеивают в своей дальности действия. Позволяет иметь башнями атаки без промахов и накладывать истощение при атаке."
		"DOTA_Tooltip_ability_tower_reveal_aura"							"True Sight"
		"DOTA_Tooltip_ability_tower_reveal_aura_Description"				"Показывает всех невидимых противников в радиусе видимости"
		"DOTA_Tooltip_modifier_tower_reveal"								"Tower True Sight"
		"DOTA_Tooltip_modifier_tower_reveal_Description"					"Видим для всех противников"
		"DOTA_Tooltip_ability_tower_fury_swipes"							"Tower Swipes"
		"DOTA_Tooltip_ability_tower_fury_swipes_Description"				"Магические атаки башни наносят всё большие и большие раны противнику, позволяя ей наносить одно и тому же противнику всё больше и больше урона с каждым ударом. Если цель не была атакована в течение %reset_time% секунд, дополнительный урон теряется."
		"DOTA_Tooltip_ability_tower_fury_swipes_damage_per_stack"			"УРОН ЗА АТАКУ:"
		"DOTA_Tooltip_ability_tower_fury_swipes_reset_time"					"ВРЕМЯ СБРОСА:"
		"DOTA_Tooltip_modifier_tower_fury_swipes_debuff"					"Tower Swipes"
		"DOTA_Tooltip_modifier_tower_fury_swipes_debuff_Description"		"Дополнительно получает %dMODIFIER_PROPERTY_TOOLTIP% урона от атак Башни"

		"DOTA_Tooltip_Ability_item_giants_ring_custom"								"Giant's Ring"
		"DOTA_Tooltip_ability_item_giants_ring_custom_Description"					"<h1>Пассивное: Giant's Foot</h1>Дарует беспрепятственное передвижение. Враги под владельцем каждую секунду получают урон в размере %pct_str_damage_per_second%%% от его силы."
		"DOTA_Tooltip_ability_item_giants_ring_custom_Lore"						"Ценное изобретение довольно непримечательного правителя Эльзе, который отрёкся от своего престола и исчез."
		"DOTA_Tooltip_ability_item_giants_ring_custom_bonus_strength"				"+$str"
